EnqueuedTimeUtc,deviceId,humidity,temparature,irTemparature
16/02/2023 16:13:59,2908BE4,86,13,11
16/02/2023 16:13:59,290EAD5,88,13,12
16/02/2023 16:14:00,2908E30,87,13,12
16/02/2023 16:17:57,290F190,90,12,12
16/02/2023 16:17:57,290EF53,88,13,11
16/02/2023 16:17:58,290EAD5,86,13,12
16/02/2023 16:17:58,2908E26,87,13,12
16/02/2023 16:17:58,290ED74,88,12,12
16/02/2023 16:17:58,290F39C,85,13,11
16/02/2023 16:17:59,290EC1B,85,13,11
16/02/2023 16:17:59,2908BE4,86,13,11
16/02/2023 16:18:00,290F362,89,12,12
16/02/2023 16:18:00,2908E30,87,13,11
16/02/2023 16:18:01,2908FDA,89,12,10
16/02/2023 16:21:57,290F190,90,12,11
16/02/2023 16:21:57,290EF53,88,13,11
16/02/2023 16:21:58,290EAD5,88,13,12
16/02/2023 16:21:58,2908E26,87,13,12
16/02/2023 16:21:58,290ED74,88,12,12
16/02/2023 16:21:58,290F39C,86,13,11
16/02/2023 16:21:59,290EC1B,85,13,11
16/02/2023 16:21:59,2908BE4,86,13,11
16/02/2023 16:22:00,290F362,89,12,11
16/02/2023 16:22:00,2908E30,87,13,11
16/02/2023 16:22:01,2908FDA,90,12,10
16/02/2023 16:25:57,290F190,90,12,11
16/02/2023 16:25:57,290EF53,88,13,11
16/02/2023 16:25:58,290EAD5,87,13,12
16/02/2023 16:25:58,2908E26,88,13,12
16/02/2023 16:25:58,290ED74,88,12,12
16/02/2023 16:25:58,290F39C,86,13,11
16/02/2023 16:25:59,290EC1B,85,13,10
16/02/2023 16:25:59,2908BE4,86,13,11
16/02/2023 16:26:00,290F362,90,12,11
16/02/2023 16:26:00,2908E30,87,13,11
16/02/2023 16:26:01,2908FDA,90,12,9
16/02/2023 16:29:56,290F190,91,12,11
16/02/2023 16:29:57,290EAD5,87,13,11
16/02/2023 16:29:57,290EF53,88,12,10
16/02/2023 16:29:58,290F39C,86,13,10
16/02/2023 16:29:59,2908E26,89,13,12
16/02/2023 16:29:59,2908E30,88,13,11
16/02/2023 16:29:59,290ED74,88,12,11
16/02/2023 16:29:59,290EC1B,86,13,10
16/02/2023 16:30:00,2908FDA,90,12,8
16/02/2023 16:30:00,2908BE4,88,12,11
16/02/2023 16:30:00,290F362,90,12,11
16/02/2023 16:30:01,2909460,88,12,11
16/02/2023 16:33:56,290F190,91,12,11
16/02/2023 16:33:57,290EAD5,88,12,12
16/02/2023 16:33:57,290EF53,88,12,11
16/02/2023 16:33:58,290F39C,87,12,10
16/02/2023 16:33:59,2908E26,88,12,12
16/02/2023 16:33:59,2908E30,88,12,11
16/02/2023 16:33:59,290ED74,89,12,12
16/02/2023 16:33:59,290EC1B,87,12,10
16/02/2023 16:34:00,2908FDA,90,12,9
16/02/2023 16:34:00,2908BE4,87,12,10
16/02/2023 16:34:00,290F362,90,12,11
16/02/2023 16:34:01,2909460,88,12,11
16/02/2023 16:37:56,290F190,91,12,11
16/02/2023 16:37:57,290EAD5,89,12,12
16/02/2023 16:37:57,290EF53,89,12,10
16/02/2023 16:37:58,290F39C,87,12,10
16/02/2023 16:37:59,2908E26,89,12,12
16/02/2023 16:37:59,2908E30,89,12,11
16/02/2023 16:37:59,290ED74,89,12,11
16/02/2023 16:37:59,290EC1B,87,12,10
16/02/2023 16:38:00,2908FDA,91,12,9
16/02/2023 16:38:00,2908BE4,88,12,11
16/02/2023 16:38:00,290F362,91,11,11
16/02/2023 16:38:01,2909460,88,12,11
16/02/2023 16:41:57,290EC1B,87,12,10
16/02/2023 16:41:57,2909460,89,12,11
16/02/2023 16:41:57,2908FDA,91,12,9
16/02/2023 16:41:57,290F39C,87,12,10
16/02/2023 16:41:58,290F190,92,12,11
16/02/2023 16:41:58,290EAD5,89,12,11
16/02/2023 16:41:59,290EF53,90,12,11
16/02/2023 16:41:59,2908E30,89,12,11
16/02/2023 16:41:59,290ED74,90,12,11
16/02/2023 16:42:00,2908E26,89,12,12
16/02/2023 16:42:00,290F362,91,11,11
16/02/2023 16:45:57,290EC1B,88,12,9
16/02/2023 16:45:57,2909460,89,12,11
16/02/2023 16:45:57,2908FDA,91,11,8
16/02/2023 16:45:57,290F39C,88,12,10
16/02/2023 16:45:58,290F190,92,11,10
16/02/2023 16:45:58,290EAD5,88,12,11
16/02/2023 16:45:59,290EF53,90,12,10
16/02/2023 16:45:59,2908E30,89,12,10
16/02/2023 16:45:59,290ED74,90,12,11
16/02/2023 16:46:00,2908E26,89,12,11
16/02/2023 16:46:00,290F362,91,11,10
16/02/2023 16:49:57,290EC1B,88,12,9
16/02/2023 16:49:57,2909460,89,12,11
16/02/2023 16:49:57,2908FDA,91,11,6
16/02/2023 16:49:57,290F39C,88,12,9
16/02/2023 16:49:58,290F190,91,11,10
16/02/2023 16:49:58,290EAD5,89,12,11
16/02/2023 16:49:59,290EF53,89,12,9
16/02/2023 16:49:59,2908E30,89,12,10
16/02/2023 16:49:59,290ED74,90,11,11
16/02/2023 16:50:00,2908E26,89,12,11
16/02/2023 16:50:00,290F362,91,11,10
16/02/2023 16:53:57,290ED74,90,11,10
16/02/2023 16:53:57,290EAD5,89,12,11
16/02/2023 16:53:58,290F39C,88,12,8
16/02/2023 16:53:58,290F190,92,11,10
16/02/2023 16:53:58,290F362,92,11,10
16/02/2023 16:53:58,290EF53,89,12,8
16/02/2023 16:54:00,290EC1B,88,12,8
16/02/2023 16:54:00,2908BE4,89,12,9
16/02/2023 16:54:00,2909460,89,11,10
16/02/2023 16:54:00,2908E30,89,12,9
16/02/2023 16:55:09,2908E26,89,12,11
16/02/2023 16:57:57,290EAD5,89,12,11
16/02/2023 16:57:57,290ED74,90,11,10
16/02/2023 16:57:58,290F39C,89,12,9
16/02/2023 16:57:58,290F190,92,11,10
16/02/2023 16:57:58,290F362,92,11,9
16/02/2023 16:57:58,290EF53,90,11,8
16/02/2023 16:58:00,290EC1B,89,11,8
16/02/2023 16:58:00,2908BE4,89,11,9
16/02/2023 16:58:00,2909460,89,11,10
16/02/2023 16:58:00,2908E30,89,12,9
16/02/2023 16:59:09,2908E26,89,12,11
16/02/2023 17:01:57,290EAD5,89,12,10
16/02/2023 17:01:57,290ED74,91,11,10
16/02/2023 17:01:58,290F39C,89,11,9
16/02/2023 17:01:58,290F190,92,11,10
16/02/2023 17:01:58,290F362,93,10,9
16/02/2023 17:01:58,290EF53,90,11,7
16/02/2023 17:02:00,290EC1B,89,11,8
16/02/2023 17:02:00,2908BE4,89,11,9
16/02/2023 17:02:00,2909460,90,11,10
16/02/2023 17:02:00,2908E30,90,12,9
16/02/2023 17:03:09,2908E26,90,11,10
16/02/2023 17:05:57,2908E26,90,11,10
16/02/2023 17:05:57,290EAD5,90,11,10
