EnqueuedTimeUtc,deviceId,humidity,temparature,irTemparature
29/09/2023 05:42:02,2908BE4,86,16,16
29/09/2023 05:42:28,2908FDA,89,16,22
29/09/2023 05:45:09,2908E30,83,16,17
29/09/2023 05:45:31,290F190,79,16,-40
29/09/2023 05:45:59,2908E26,86,16,16
29/09/2023 05:45:59,290EAD5,85,17,17
29/09/2023 05:45:59,290EC1B,78,16,16
29/09/2023 05:46:00,290EF53,84,16,16
29/09/2023 05:46:00,290F362,84,17,17
29/09/2023 05:46:01,290ED74,82,16,17
29/09/2023 05:46:01,290F39C,84,16,16
29/09/2023 05:46:02,2908BE4,86,16,16
29/09/2023 05:46:28,2908FDA,89,16,22
29/09/2023 05:49:09,2908E30,83,16,17
29/09/2023 05:49:31,290F190,79,16,-40
29/09/2023 05:49:59,2908E26,86,16,15
29/09/2023 05:49:59,290EAD5,86,17,17
29/09/2023 05:49:59,290EC1B,78,16,16
29/09/2023 05:50:00,290EF53,85,16,16
29/09/2023 05:50:00,290F362,83,17,17
29/09/2023 05:50:01,290ED74,82,16,18
29/09/2023 05:50:01,290F39C,84,16,16
29/09/2023 05:50:02,2908BE4,86,15,16
29/09/2023 05:50:28,2908FDA,89,16,22
29/09/2023 05:53:09,2908E30,83,16,17
29/09/2023 05:53:30,290F190,79,16,-40
29/09/2023 05:53:59,290EC1B,79,16,16
29/09/2023 05:53:59,290F362,84,17,17
29/09/2023 05:53:59,2908E26,87,16,16
29/09/2023 05:53:59,2908BE4,86,15,16
29/09/2023 05:53:59,290EF53,84,16,16
29/09/2023 05:54:00,290ED74,83,16,17
29/09/2023 05:54:01,290EAD5,85,16,17
29/09/2023 05:54:01,290F39C,85,16,16
29/09/2023 05:54:03,2909460,88,16,16
29/09/2023 05:54:26,2908FDA,90,16,22
29/09/2023 05:57:12,2908E30,83,16,17
29/09/2023 05:57:30,290F190,79,16,-40
29/09/2023 05:57:59,290EC1B,79,16,15
29/09/2023 05:57:59,290F362,84,16,16
29/09/2023 05:57:59,2908E26,87,16,15
29/09/2023 05:57:59,2908BE4,87,15,16
29/09/2023 05:57:59,290EF53,85,16,16
29/09/2023 05:58:00,290ED74,82,16,17
29/09/2023 05:58:01,290EAD5,86,16,16
29/09/2023 05:58:01,290F39C,85,16,16
29/09/2023 05:58:03,2909460,88,16,16
29/09/2023 05:58:26,2908FDA,89,16,22
29/09/2023 06:01:12,2908E30,83,16,17
29/09/2023 06:01:30,290F190,79,16,-40
29/09/2023 06:01:59,290EC1B,79,16,16
29/09/2023 06:01:59,290F362,84,16,16
29/09/2023 06:01:59,2908E26,87,16,15
29/09/2023 06:01:59,2908BE4,87,15,16
29/09/2023 06:01:59,290EF53,85,16,16
29/09/2023 06:02:00,290ED74,83,16,17
29/09/2023 06:02:01,290EAD5,86,16,16
29/09/2023 06:02:01,290F39C,85,16,16
29/09/2023 06:02:03,2909460,88,16,15
29/09/2023 06:02:26,2908FDA,90,16,22
29/09/2023 06:05:12,2908E30,83,16,16
29/09/2023 06:05:31,290F190,79,16,-40
29/09/2023 06:05:58,2909460,88,16,15
29/09/2023 06:05:59,2908E26,87,16,15
29/09/2023 06:05:59,290EAD5,86,16,16
29/09/2023 06:05:59,2908BE4,87,15,16
29/09/2023 06:06:00,290EC1B,80,16,16
29/09/2023 06:06:00,290EF53,86,16,16
29/09/2023 06:06:00,290F39C,85,16,16
29/09/2023 06:06:00,290F362,85,16,16
29/09/2023 06:06:02,290ED74,83,16,17
29/09/2023 06:06:25,2908FDA,90,15,22
29/09/2023 06:09:11,2908E30,84,16,17
29/09/2023 06:09:31,290F190,79,16,-40
29/09/2023 06:09:58,2909460,89,16,15
29/09/2023 06:09:59,2908E26,88,16,15
29/09/2023 06:09:59,290EAD5,87,16,16
29/09/2023 06:09:59,2908BE4,87,15,16
29/09/2023 06:10:00,290EC1B,80,16,16
29/09/2023 06:10:00,290EF53,85,16,16
29/09/2023 06:10:00,290F39C,86,16,16
29/09/2023 06:10:00,290F362,85,16,16
29/09/2023 06:10:02,290ED74,83,16,17
29/09/2023 06:10:25,2908FDA,90,15,22
29/09/2023 06:13:11,2908E30,84,16,17
29/09/2023 06:13:31,290F190,79,16,-40
29/09/2023 06:13:58,2909460,88,16,15
29/09/2023 06:13:59,2908E26,87,16,15
29/09/2023 06:13:59,290EAD5,87,16,16
29/09/2023 06:13:59,2908BE4,87,15,16
29/09/2023 06:14:00,290EC1B,79,16,15
29/09/2023 06:14:00,290EF53,85,16,16
29/09/2023 06:14:00,290F39C,85,16,17
29/09/2023 06:14:00,290F362,84,16,16
29/09/2023 06:14:02,290ED74,83,16,18
29/09/2023 06:14:25,2908FDA,90,15,22
29/09/2023 06:17:11,2908E30,84,16,17
29/09/2023 06:17:38,290F190,79,16,-40
29/09/2023 06:17:59,290F362,84,16,17
29/09/2023 06:17:59,2909460,89,16,16
29/09/2023 06:18:00,290EF53,86,16,16
29/09/2023 06:18:00,290EAD5,87,16,16
29/09/2023 06:18:01,2908BE4,87,15,16
29/09/2023 06:18:01,290F39C,85,16,16
29/09/2023 06:18:01,290ED74,83,16,18
29/09/2023 06:18:01,2908E26,88,16,15
29/09/2023 06:18:01,290EC1B,80,16,15
29/09/2023 06:18:27,2908FDA,91,15,22
29/09/2023 06:21:10,2908E30,84,16,17
29/09/2023 06:21:38,290F190,79,16,-40
29/09/2023 06:21:59,290F362,85,16,17
29/09/2023 06:21:59,2909460,89,16,16
29/09/2023 06:22:00,290EF53,86,16,16
29/09/2023 06:22:00,290EAD5,87,16,16
29/09/2023 06:22:01,2908BE4,87,15,16
29/09/2023 06:22:01,290F39C,86,16,17
29/09/2023 06:22:01,290ED74,84,16,17
29/09/2023 06:22:01,2908E26,88,16,16
29/09/2023 06:22:01,290EC1B,80,16,16
29/09/2023 06:22:27,2908FDA,91,15,22
29/09/2023 06:25:10,2908E30,84,16,17
29/09/2023 06:25:38,290F190,79,16,-40
29/09/2023 06:25:59,290F362,85,16,16
29/09/2023 06:25:59,2909460,89,16,15
29/09/2023 06:26:00,290EF53,86,16,16
29/09/2023 06:26:00,290EAD5,87,16,16
29/09/2023 06:26:01,2908BE4,88,15,16
29/09/2023 06:26:01,290F39C,86,16,16
29/09/2023 06:26:01,290ED74,83,16,17
29/09/2023 06:26:01,2908E26,88,16,16
29/09/2023 06:26:01,290EC1B,80,16,16
29/09/2023 06:26:27,2908FDA,91,15,22
29/09/2023 06:29:10,2908E30,84,16,17
29/09/2023 06:29:30,290F190,79,16,-40
29/09/2023 06:29:59,290EF53,86,16,16
29/09/2023 06:29:59,290EC1B,80,16,16
29/09/2023 06:30:00,2908BE4,88,15,16
29/09/2023 06:30:00,290F362,85,16,17
29/09/2023 06:30:00,2908E26,88,16,16
29/09/2023 06:30:01,290EAD5,86,16,16
29/09/2023 06:30:01,2909460,89,16,16
29/09/2023 06:30:02,290F39C,86,16,17
29/09/2023 06:30:02,290ED74,83,16,18
29/09/2023 06:30:25,2908FDA,92,15,22
29/09/2023 06:33:09,2908E30,83,16,17
29/09/2023 06:33:30,290F190,79,16,-40
29/09/2023 06:33:59,290EF53,84,16,16
29/09/2023 06:33:59,290EC1B,79,16,16
29/09/2023 06:34:00,2908BE4,87,15,16
29/09/2023 06:34:00,290F362,84,16,17
29/09/2023 06:34:00,2908E26,87,16,16
29/09/2023 06:34:01,290EAD5,87,16,17
29/09/2023 06:34:01,2909460,89,16,16
29/09/2023 06:34:02,290F39C,85,16,17
29/09/2023 06:34:02,290ED74,83,16,18
29/09/2023 06:34:25,2908FDA,92,16,22
29/09/2023 06:37:09,2908E30,82,16,17
29/09/2023 06:37:30,290F190,79,16,-40
29/09/2023 06:37:59,290EF53,85,16,16
29/09/2023 06:37:59,290EC1B,79,16,16
29/09/2023 06:38:00,2908BE4,87,15,16
29/09/2023 06:38:00,290F362,84,17,17
29/09/2023 06:38:00,2908E26,86,16,16
29/09/2023 06:38:01,290EAD5,86,16,17
29/09/2023 06:38:01,2909460,88,16,16
29/09/2023 06:38:02,290F39C,84,16,17
29/09/2023 06:38:02,290ED74,82,16,18
29/09/2023 06:38:25,2908FDA,91,16,22
29/09/2023 06:41:09,2908E30,83,16,17
29/09/2023 06:41:30,290F190,79,16,-40
29/09/2023 06:41:58,290F362,83,17,17
29/09/2023 06:41:58,290EF53,84,16,16
29/09/2023 06:41:59,2908E26,85,16,16
29/09/2023 06:41:59,2909460,88,16,16
29/09/2023 06:41:59,2908BE4,87,16,16
29/09/2023 06:42:00,290ED74,82,16,18
29/09/2023 06:42:00,290EC1B,79,16,16
29/09/2023 06:42:01,290EAD5,86,17,17
29/09/2023 06:42:01,290F39C,84,16,17
29/09/2023 06:42:27,2908FDA,91,16,22
29/09/2023 06:45:11,2908E30,82,16,17
29/09/2023 06:45:30,290F190,79,16,-40
29/09/2023 06:45:58,290F362,83,17,17
29/09/2023 06:45:58,290EF53,84,16,16
29/09/2023 06:45:59,2908E26,86,16,16
29/09/2023 06:45:59,2909460,88,16,16
29/09/2023 06:45:59,2908BE4,86,16,16
29/09/2023 06:46:00,290ED74,82,16,18
29/09/2023 06:46:00,290EC1B,78,16,16
29/09/2023 06:46:01,290EAD5,86,17,17
29/09/2023 06:46:01,290F39C,84,16,17
29/09/2023 06:46:27,2908FDA,91,16,22
29/09/2023 06:49:11,2908E30,82,16,17
29/09/2023 06:49:30,290F190,79,16,-40
29/09/2023 06:49:58,290F362,83,17,17
29/09/2023 06:49:58,290EF53,84,16,16
29/09/2023 06:49:59,2908E26,86,16,16
29/09/2023 06:49:59,2909460,88,16,16
29/09/2023 06:49:59,2908BE4,86,16,16
29/09/2023 06:50:00,290ED74,82,16,18
29/09/2023 06:50:00,290EC1B,78,16,16
29/09/2023 06:50:01,290EAD5,85,17,17
29/09/2023 06:50:01,290F39C,83,16,17
29/09/2023 06:50:27,2908FDA,90,16,22
29/09/2023 06:53:11,2908E30,82,16,17
29/09/2023 06:54:12,290F39C,83,16,17
29/09/2023 06:54:19,290EF53,85,16,16
29/09/2023 06:54:19,290ED74,81,16,18
29/09/2023 06:54:19,290F362,82,17,17
29/09/2023 06:54:24,290EAD5,85,17,17
29/09/2023 06:54:26,290F190,79,16,-40
29/09/2023 06:54:27,2908BE4,87,16,16
29/09/2023 06:54:30,2908E26,86,16,16
29/09/2023 06:54:30,2909460,87,16,16
29/09/2023 06:54:31,290EC1B,78,16,16
29/09/2023 06:54:51,2908FDA,90,16,22
29/09/2023 06:57:11,2908E30,80,16,17
29/09/2023 06:58:12,290F39C,83,16,17
29/09/2023 06:58:19,290EF53,83,16,16
29/09/2023 06:58:19,290ED74,80,16,18
29/09/2023 06:58:19,290F362,82,17,17
29/09/2023 06:58:24,290EAD5,84,17,17
29/09/2023 06:58:26,290F190,79,16,-40
29/09/2023 06:58:27,2908BE4,87,16,16
29/09/2023 06:58:30,2908E26,85,16,16
29/09/2023 06:58:30,2909460,87,16,15
29/09/2023 06:58:31,290EC1B,77,16,16
29/09/2023 06:58:51,2908FDA,90,16,22
29/09/2023 07:01:11,2908E30,80,17,17
29/09/2023 07:02:12,290F39C,82,17,17
29/09/2023 07:02:19,290EF53,83,16,16
29/09/2023 07:02:19,290ED74,80,17,18
29/09/2023 07:02:19,290F362,82,17,17
29/09/2023 07:02:24,290EAD5,83,17,17
29/09/2023 07:02:26,290F190,79,16,-40
29/09/2023 07:02:27,2908BE4,85,16,16
29/09/2023 07:02:30,2908E26,84,17,16
29/09/2023 07:02:30,2909460,87,16,16
29/09/2023 07:02:31,290EC1B,77,17,16
29/09/2023 07:02:51,2908FDA,90,16,22
29/09/2023 07:05:11,2908E30,80,17,18
29/09/2023 07:05:30,290F190,79,16,-40
29/09/2023 07:05:58,2908E26,83,17,17
29/09/2023 07:05:58,290EAD5,83,17,17
29/09/2023 07:05:58,290F39C,83,17,17
29/09/2023 07:05:59,290EF53,83,16,16
29/09/2023 07:05:59,290F362,82,17,17
29/09/2023 07:06:00,290EC1B,77,17,16
29/09/2023 07:06:01,290ED74,80,17,18
29/09/2023 07:06:01,2908BE4,85,16,17
29/09/2023 07:06:04,2909460,87,16,15
29/09/2023 07:06:26,2908FDA,89,16,22
29/09/2023 07:09:11,2908E30,79,17,18
29/09/2023 07:09:30,290F190,79,16,-40
29/09/2023 07:09:58,2908E26,84,17,16
29/09/2023 07:09:58,290EAD5,82,17,17
29/09/2023 07:09:58,290F39C,82,17,17
29/09/2023 07:09:59,290EF53,83,16,16
29/09/2023 07:09:59,290F362,81,17,17
29/09/2023 07:10:00,290EC1B,77,17,16
29/09/2023 07:10:01,290ED74,80,17,18
29/09/2023 07:10:01,2908BE4,85,16,17
29/09/2023 07:10:04,2909460,87,16,16
29/09/2023 07:10:26,2908FDA,90,16,22
29/09/2023 07:13:11,2908E30,81,17,18
29/09/2023 07:13:30,290F190,79,16,-40
29/09/2023 07:13:58,2908E26,84,17,17
29/09/2023 07:13:58,290EAD5,83,17,17
29/09/2023 07:13:58,290F39C,83,17,17
29/09/2023 07:13:59,290EF53,84,17,17
29/09/2023 07:13:59,290F362,81,17,18
29/09/2023 07:14:00,290EC1B,77,17,16
29/09/2023 07:14:01,290ED74,79,17,19
29/09/2023 07:14:01,2908BE4,86,16,17
29/09/2023 07:14:04,2909460,87,16,16
29/09/2023 07:14:26,2908FDA,90,16,22
29/09/2023 07:17:11,2908E30,80,17,18
29/09/2023 07:17:29,290F190,79,16,-40
29/09/2023 07:17:58,290EC1B,76,17,16
29/09/2023 07:17:59,290EAD5,83,17,17
29/09/2023 07:18:00,2908E26,84,17,17
29/09/2023 07:18:00,290EF53,84,17,17
29/09/2023 07:18:00,290ED74,79,17,18
29/09/2023 07:18:01,290F39C,83,17,17
29/09/2023 07:18:01,290F362,81,17,18
29/09/2023 07:18:02,2909460,87,16,16
29/09/2023 07:18:02,2908BE4,85,16,17
29/09/2023 07:18:25,2908FDA,89,16,22
29/09/2023 07:21:11,2908E30,80,17,18
29/09/2023 07:21:11,2908E30,80,17,18
29/09/2023 07:21:29,290F190,79,16,-40
29/09/2023 07:21:58,290EC1B,78,17,16
29/09/2023 07:21:59,290EAD5,83,17,17
29/09/2023 07:22:00,2908E26,82,17,17
29/09/2023 07:22:00,290EF53,82,17,17
29/09/2023 07:22:00,290ED74,79,17,18
29/09/2023 07:22:01,290F39C,82,17,17
29/09/2023 07:22:01,290F362,81,17,18
29/09/2023 07:22:02,2909460,87,16,16
29/09/2023 07:22:02,2908BE4,85,16,17
29/09/2023 07:22:25,2908FDA,89,16,22
29/09/2023 07:25:11,2908E30,79,17,18
29/09/2023 07:25:11,2908E30,79,17,18
29/09/2023 07:25:29,290F190,79,16,-40
29/09/2023 07:25:58,290EC1B,77,17,16
29/09/2023 07:25:59,290EAD5,82,18,17
29/09/2023 07:26:00,2908E26,83,17,17
29/09/2023 07:26:00,290EF53,82,17,17
29/09/2023 07:26:00,290ED74,79,17,18
29/09/2023 07:26:01,290F39C,81,17,17
29/09/2023 07:26:01,290F362,80,18,18
29/09/2023 07:26:02,2909460,87,16,16
29/09/2023 07:26:02,2908BE4,84,16,17
29/09/2023 07:26:25,2908FDA,89,17,22
29/09/2023 07:29:11,2908E30,80,17,18
29/09/2023 07:29:11,2908E30,80,17,18
29/09/2023 07:29:30,290F190,79,16,-40
29/09/2023 07:29:58,290EC1B,76,17,16
29/09/2023 07:29:59,2908E26,82,17,17
29/09/2023 07:29:59,290F362,80,18,18
29/09/2023 07:29:59,290EF53,82,17,17
29/09/2023 07:29:59,290EAD5,83,18,18
29/09/2023 07:30:00,290F39C,82,17,18
29/09/2023 07:30:01,290ED74,78,17,19
29/09/2023 07:30:01,2908BE4,84,16,17
29/09/2023 07:30:06,2909460,85,17,16
29/09/2023 07:30:27,2908FDA,88,17,22
29/09/2023 07:33:11,2908E30,79,17,18
29/09/2023 07:33:30,290F190,79,16,-40
29/09/2023 07:33:58,290EC1B,75,17,16
29/09/2023 07:33:59,2908E26,82,17,18
29/09/2023 07:33:59,290F362,78,18,18
29/09/2023 07:33:59,290EF53,80,17,17
29/09/2023 07:33:59,290EAD5,80,18,18
29/09/2023 07:34:00,290F39C,81,17,18
29/09/2023 07:34:01,290ED74,79,17,19
29/09/2023 07:34:01,2908BE4,84,17,17
29/09/2023 07:34:06,2909460,85,17,16
29/09/2023 07:34:27,2908FDA,88,17,22
29/09/2023 07:37:11,2908E30,79,17,19
29/09/2023 07:37:30,290F190,79,16,-40
29/09/2023 07:37:58,290EC1B,75,17,17
29/09/2023 07:37:59,2908E26,81,18,18
29/09/2023 07:37:59,290F362,79,18,18
29/09/2023 07:37:59,290EF53,81,17,17
29/09/2023 07:37:59,290EAD5,82,18,18
29/09/2023 07:38:00,290F39C,81,17,18
29/09/2023 07:38:01,290ED74,78,18,19
29/09/2023 07:38:01,2908BE4,84,17,17
29/09/2023 07:38:06,2909460,85,17,16
29/09/2023 07:38:27,2908FDA,88,17,22
29/09/2023 07:41:11,2908E30,78,18,19
29/09/2023 07:41:30,290F190,79,16,-40
29/09/2023 07:41:57,290EF53,80,18,18
29/09/2023 07:41:58,290EC1B,75,17,17
29/09/2023 07:41:59,290EAD5,81,18,18
29/09/2023 07:41:59,290F362,78,18,19
29/09/2023 07:41:59,290ED74,77,18,19
29/09/2023 07:41:59,290F39C,79,18,18
29/09/2023 07:41:59,2908BE4,83,17,18
29/09/2023 07:42:01,2908E26,80,18,18
29/09/2023 07:42:26,2908FDA,87,17,22
29/09/2023 07:45:09,2908E30,76,18,19
29/09/2023 07:45:30,290F190,79,16,-40
29/09/2023 07:45:57,290EF53,78,18,18
29/09/2023 07:45:58,290EC1B,74,18,17
29/09/2023 07:45:59,290EAD5,81,19,19
29/09/2023 07:45:59,290F362,77,19,19
29/09/2023 07:45:59,290ED74,76,18,20
29/09/2023 07:45:59,290F39C,78,18,18
29/09/2023 07:45:59,2908BE4,82,17,18
29/09/2023 07:46:01,2908E26,80,18,18
29/09/2023 07:46:26,2908FDA,87,17,22
29/09/2023 07:49:09,2908E30,76,18,19
29/09/2023 07:49:30,290F190,79,16,-40
29/09/2023 07:49:57,290EF53,78,18,17
29/09/2023 07:49:58,290EC1B,74,18,17
29/09/2023 07:49:59,290EAD5,79,19,18
29/09/2023 07:49:59,290F362,76,19,19
29/09/2023 07:49:59,290ED74,76,18,19
29/09/2023 07:49:59,290F39C,78,18,18
29/09/2023 07:49:59,2908BE4,83,17,18
29/09/2023 07:50:01,2908E26,79,18,18
29/09/2023 07:50:26,2908FDA,86,17,22
29/09/2023 07:53:09,2908E30,76,18,19
29/09/2023 07:53:30,290F190,79,16,-40
29/09/2023 07:53:58,2909460,83,17,17
29/09/2023 07:53:58,290EC1B,74,18,17
29/09/2023 07:53:59,290EAD5,79,19,19
29/09/2023 07:53:59,290F362,76,19,19
29/09/2023 07:53:59,290EF53,79,18,18
29/09/2023 07:54:00,2908BE4,81,17,18
29/09/2023 07:54:00,290F39C,77,18,18
29/09/2023 07:54:00,2908E26,79,18,18
29/09/2023 07:54:01,290ED74,76,18,19
29/09/2023 07:54:26,2908FDA,85,18,22
29/09/2023 07:57:30,290F190,79,16,-40
29/09/2023 07:57:58,2909460,83,17,17
29/09/2023 07:57:58,290EC1B,74,18,17
29/09/2023 07:57:59,290EAD5,79,19,18
29/09/2023 07:57:59,290F362,77,19,19
29/09/2023 07:57:59,290EF53,79,18,18
29/09/2023 07:58:00,2908BE4,81,17,18
29/09/2023 07:58:00,290F39C,77,18,18
29/09/2023 07:58:00,2908E26,79,18,18
29/09/2023 07:58:01,290ED74,75,18,20
29/09/2023 07:58:26,2908FDA,85,18,22
29/09/2023 07:58:33,2908E30,75,18,19
29/09/2023 08:01:30,290F190,79,16,-40
29/09/2023 08:01:58,2909460,83,18,17
29/09/2023 08:01:58,290EC1B,73,18,17
29/09/2023 08:01:59,290EAD5,78,19,19
29/09/2023 08:01:59,290F362,75,19,19
29/09/2023 08:01:59,290EF53,80,18,18
29/09/2023 08:02:00,2908BE4,81,17,18
29/09/2023 08:02:00,290F39C,76,18,18
29/09/2023 08:02:00,2908E26,78,19,18
29/09/2023 08:02:01,290ED74,75,18,20
29/09/2023 08:02:26,2908FDA,84,18,22
29/09/2023 08:02:33,2908E30,76,18,19
29/09/2023 08:05:30,290F190,79,16,-40
29/09/2023 08:05:58,290EF53,78,18,18
29/09/2023 08:05:58,2908E26,78,19,18
29/09/2023 08:05:59,290F39C,77,18,18
29/09/2023 08:05:59,290F362,76,19,19
29/09/2023 08:05:59,290EC1B,72,18,17
29/09/2023 08:06:00,2908BE4,81,17,18
29/09/2023 08:06:01,290EAD5,79,19,19
29/09/2023 08:06:02,290ED74,76,18,20
29/09/2023 08:06:25,2908FDA,84,18,22
29/09/2023 08:06:33,2908E30,75,18,19
29/09/2023 08:09:11,2908E30,74,18,20
29/09/2023 08:09:30,290F190,79,16,-40
29/09/2023 08:09:58,290EF53,79,18,18
29/09/2023 08:09:58,2908E26,77,19,19
29/09/2023 08:09:59,290F39C,77,18,19
29/09/2023 08:09:59,290F362,75,19,19
29/09/2023 08:09:59,290EC1B,73,18,17
29/09/2023 08:10:00,2908BE4,79,18,18
29/09/2023 08:10:01,290EAD5,76,19,19
29/09/2023 08:10:02,290ED74,74,18,20
29/09/2023 08:10:25,2908FDA,85,18,22
29/09/2023 08:13:11,2908E30,75,18,19
29/09/2023 08:13:30,290F190,79,16,-40
29/09/2023 08:13:58,290EF53,79,18,18
29/09/2023 08:13:58,2908E26,78,19,18
29/09/2023 08:13:59,290F39C,76,18,18
29/09/2023 08:13:59,290F362,75,19,19
29/09/2023 08:13:59,290EC1B,74,18,17
29/09/2023 08:14:00,2908BE4,80,18,18
29/09/2023 08:14:01,290EAD5,78,19,19
29/09/2023 08:14:02,290ED74,74,18,20
29/09/2023 08:14:25,2908FDA,83,18,22
29/09/2023 08:17:11,2908E30,75,19,19
29/09/2023 08:17:30,290F190,79,16,-40
29/09/2023 08:17:58,290EAD5,78,19,19
29/09/2023 08:17:58,290EC1B,73,18,17
29/09/2023 08:17:59,2908E26,79,19,18
29/09/2023 08:17:59,2908BE4,80,18,18
29/09/2023 08:17:59,290EF53,78,18,18
29/09/2023 08:17:59,2909460,81,18,17
29/09/2023 08:18:00,290ED74,74,19,20
29/09/2023 08:18:00,290F39C,79,18,18
29/09/2023 08:18:00,290F362,76,19,19
29/09/2023 08:18:25,2908FDA,84,18,22
29/09/2023 08:21:09,2908E30,77,19,19
29/09/2023 08:21:30,290F190,79,16,-40
29/09/2023 08:21:58,290EAD5,77,19,19
29/09/2023 08:21:58,290EC1B,73,18,17
29/09/2023 08:21:59,2908E26,78,19,18
29/09/2023 08:21:59,2908BE4,79,18,18
29/09/2023 08:21:59,290EF53,79,18,18
29/09/2023 08:21:59,2909460,83,18,17
29/09/2023 08:22:00,290ED74,75,19,19
29/09/2023 08:22:00,290F39C,78,18,19
29/09/2023 08:22:00,290F362,74,19,18
29/09/2023 08:22:25,2908FDA,83,18,22
29/09/2023 08:25:09,2908E30,72,19,20
29/09/2023 08:25:30,290F190,79,16,-40
29/09/2023 08:25:58,290EAD5,76,20,20
29/09/2023 08:25:58,290EC1B,72,18,17
29/09/2023 08:25:59,2908E26,75,19,18
29/09/2023 08:25:59,2908BE4,80,18,19
29/09/2023 08:25:59,290EF53,78,18,18
29/09/2023 08:25:59,2909460,81,18,17
29/09/2023 08:26:00,290ED74,73,19,20
29/09/2023 08:26:00,290F39C,75,19,19
29/09/2023 08:26:00,290F362,74,20,19
29/09/2023 08:26:25,2908FDA,82,19,22
29/09/2023 08:29:09,2908E30,71,20,21
29/09/2023 08:29:58,290EC1B,72,19,18
29/09/2023 08:29:59,2908E26,77,20,20
29/09/2023 08:30:00,290EAD5,73,20,21
29/09/2023 08:30:00,290F362,73,20,20
29/09/2023 08:30:00,290ED74,72,20,21
29/09/2023 08:30:00,2908BE4,79,18,19
29/09/2023 08:30:00,290EF53,78,19,19
29/09/2023 08:30:01,290F39C,76,19,19
29/09/2023 08:30:25,2908FDA,81,19,22
29/09/2023 08:33:12,2908E30,71,20,20
29/09/2023 08:33:58,290EC1B,70,19,18
29/09/2023 08:33:59,2908E26,74,20,19
29/09/2023 08:34:00,290EAD5,73,20,19
29/09/2023 08:34:00,290F362,73,20,19
29/09/2023 08:34:00,290ED74,72,20,20
29/09/2023 08:34:00,2908BE4,80,19,19
29/09/2023 08:34:00,290EF53,76,19,19
29/09/2023 08:34:01,290F39C,74,19,19
29/09/2023 08:34:25,2908FDA,82,19,22
29/09/2023 08:37:12,2908E30,70,20,20
29/09/2023 08:37:58,290EC1B,71,19,18
29/09/2023 08:37:59,2908E26,75,20,20
29/09/2023 08:38:00,290EAD5,73,20,20
29/09/2023 08:38:00,290F362,71,21,20
29/09/2023 08:38:00,290ED74,71,20,21
29/09/2023 08:38:00,2908BE4,76,19,19
29/09/2023 08:38:00,290EF53,73,19,19
29/09/2023 08:38:01,290F39C,72,19,19
29/09/2023 08:38:25,2908FDA,77,20,22
29/09/2023 08:41:12,2908E30,68,20,21
29/09/2023 08:41:22,290F190,82,19,-40
29/09/2023 08:41:57,290EF53,73,20,20
29/09/2023 08:41:58,290F362,67,21,21
29/09/2023 08:41:58,290EAD5,69,21,21
29/09/2023 08:41:59,2908BE4,77,20,20
29/09/2023 08:42:00,2908E26,71,20,21
29/09/2023 08:42:00,290EC1B,69,20,19
29/09/2023 08:42:00,290ED74,69,21,22
29/09/2023 08:42:01,290F39C,72,20,21
29/09/2023 08:42:24,2908FDA,76,21,22
29/09/2023 08:45:11,2908E30,68,20,20
29/09/2023 08:45:22,290F190,82,20,-40
29/09/2023 08:45:57,290EF53,70,20,20
29/09/2023 08:45:58,290F362,68,21,20
29/09/2023 08:45:58,290EAD5,69,21,20
29/09/2023 08:45:59,2908BE4,74,20,20
29/09/2023 08:46:00,2908E26,70,21,20
29/09/2023 08:46:00,290EC1B,68,20,18
29/09/2023 08:46:00,290ED74,67,21,22
29/09/2023 08:46:01,290F39C,71,20,20
29/09/2023 08:46:24,2908FDA,74,21,22
29/09/2023 08:49:11,2908E30,68,20,21
29/09/2023 08:49:22,290F190,73,20,-40
29/09/2023 08:49:57,290EF53,69,20,20
29/09/2023 08:49:58,290F362,68,21,20
29/09/2023 08:49:58,290EAD5,67,21,21
29/09/2023 08:49:59,2908BE4,71,20,20
29/09/2023 08:50:00,2908E26,70,21,21
29/09/2023 08:50:00,290EC1B,65,20,18
29/09/2023 08:50:00,290ED74,64,21,22
29/09/2023 08:50:01,290F39C,67,20,19
29/09/2023 08:50:24,2908FDA,70,22,22
29/09/2023 08:53:11,2908E30,65,20,21
29/09/2023 08:53:23,290F190,75,20,-40
29/09/2023 08:53:58,290EF53,66,20,19
29/09/2023 08:53:58,290EC1B,62,21,18
29/09/2023 08:53:59,290EAD5,64,22,21
29/09/2023 08:53:59,290F39C,66,20,20
29/09/2023 08:54:00,290F362,64,22,20
29/09/2023 08:54:00,2908E26,68,21,21
29/09/2023 08:54:00,290ED74,62,22,22
29/09/2023 08:54:01,2908BE4,70,21,21
29/09/2023 08:54:26,2908FDA,70,22,22
29/09/2023 08:57:11,2908E30,65,20,20
29/09/2023 08:57:23,290F190,71,20,0
29/09/2023 08:57:58,290EF53,67,20,18
29/09/2023 08:57:58,290EC1B,62,20,17
29/09/2023 08:57:59,290EAD5,65,22,20
29/09/2023 08:57:59,290F39C,67,20,20
29/09/2023 08:58:00,290F362,63,21,20
29/09/2023 08:58:00,2908E26,67,20,20
29/09/2023 08:58:00,290ED74,63,22,21
29/09/2023 08:58:01,2908BE4,71,21,21
29/09/2023 08:58:26,2908FDA,70,22,22
29/09/2023 09:01:11,2908E30,65,20,19
29/09/2023 09:01:23,290F190,67,20,-40
29/09/2023 09:01:58,290EF53,63,20,19
